codeCVM,issuingCompany,companyName,tradingName,cnpj,marketIndicator,typeBDR,dateListing,status,segment,segmentEng,type,market
913525,IFBH,INFRAESTRUTURA BRASIL HOLDING II S.A.,INFRA BR II,30799177000160,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917616,IIIA,INFRAESTRUTURA BRASIL HOLDING III - A S.A,INFRAEST III,48565149000144,99,,31/12/9999,A,Não Classificados,Not Classified,7,
915074,IBHQ,INFRAESTRUTURA BRASIL HOLDING IV S.A.,INFRABRASIL,34984919000189,99,,31/12/9999,A,Não Classificados,Not Classified,7,
914788,HLIX,INFRAESTRUTURA BRASIL HOLDING IX,INFRAESTRUTU,36062772000103,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917474,IFBD,INFRAESTRUTURA BRASIL HOLDING XIX S.A.,BR HOLD XIX,45239889000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917473,IXVI,INFRAESTRUTURA BRASIL HOLDING XVI S.A.,BR HOLD XVI,44493509000199,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917475,XVII,INFRAESTRUTURA BRASIL HOLDING XVII S.A.,BR HOLD XVII,44507288000160,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900295,INNG,INFRAESTRUTURA BRASIL HOLDING XX S.A.,INFRABR XX,47204767000104,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917665,IBRH,INFRAESTRUTURA BRASIL HOLDING XXIV S.A,INFRABR XXIV,47504861000170,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900154,HXXV,INFRAESTRUTURA BRASIL HOLDING XXV S.A.,INFRA BRASIL,47529691000189,99,,31/12/9999,A,Não Classificados,Not Classified,7,
904425,IRAB,INFRAMERICA CONCESSIONARIA DO AEROPORTO DE BRASILI,INFRAMERICA,15559082000186,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900378,INEN,INFRAVIX ENGENHARIA S.A,INFRAVIX,12366484000176,99,,31/12/9999,A,Não Classificados,Not Classified,7,
915397,INSV,Inova Saude Sao Paulo SPE S.A.,INOVASAUDESP,20815862000180,1,,31/12/9999,A,Não Classificados,Not Classified,7,
915322,INSR,Inova Saude Sorocaba SPE S.A.,INOVA SAUDE,20815868000157,1,,31/12/9999,A,Não Classificados,Not Classified,7,
913400,INPS,INPASA AGROINDUSTRIAL S.A.,INPASA AGRO,29316596000115,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917457,INMP,INSPIRA MUDANÇA PARTICIPAÇÕES S/A,INSPIRA PART,28580065000172,99,,31/12/9999,A,Não Classificados,Not Classified,7,
27251,INEL,INSPIRALI EDUCACAO S.A.,INSPIRALI SA,35822503000127,8,,17/04/2024,A,Outros,Others,1,
905125,MARH,INTEGRACAO MARANHENSE TRANSMISSORA DE ENERGIA S.A.,MARAENERGIA,14871900000119,1,,31/12/9999,A,Não Classificados,Not Classified,7,
910349,ITGT,INTEGRAÇÃO TRANSMISSORA DE ENERGIA S.A,INTEGTRANS,7799081000180,1,,31/12/9999,A,Não Classificados,Not Classified,7,
25453,INTB,INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA,INTELBRAS,82901000000127,18,,02/02/2021,A,Computadores e Equipamentos,Hardware and Equipments,1,NM
80217,INBR,INTER CO INC,INTER CO,42737954000121,14,DR2,29/10/2021,A,Bancos,Banks,2,DR2
917463,INHF,INTER HOLDING FINANCEIRA S.A.,INTER FIN,39903325000110,99,,31/12/9999,A,Não Classificados,Not Classified,7,
25992,ICBR,INTERCEMENT BRASIL S.A.,INTERCEMENT,62258884000136,8,,11/12/2023,A,Não Classificados,Not Classified,1,
912790,ITCT,INTERCEMENT PARTICIPACOES S.A.,INTERCEMENTP,10456140000122,1,,31/12/9999,A,Não Classificados,Not Classified,7,
904391,IELM,INTERLIGACAO ELETRICA DO MADEIRA S/A,MADEIRA,10562611000187,1,,31/12/9999,A,Não Classificados,Not Classified,7,
912451,IVAI,INTERLIGACAO ELETRICA IVAI S/A,ELETRICAIVAI,28052123000195,1,,31/12/9999,A,Não Classificados,Not Classified,7,
903120,ELSJ,INTERLIGACAO ELETRICA SERRA DO JAPI S/A,SERRA,10960725000185,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900039,IPLO,INTERMARÍTIMA PORTOS E LOGÍSTICA S.A. ,INTERMARÍ,96825575000112,99,,31/12/9999,A,Não Classificados,Not Classified,7,
23574,MEAL,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,IMC S/A,17314329000120,18,,19/03/2015,A,Restaurante e Similares,Restaurants and Similars,1,NM
6041,FIGE,INVESTIMENTOS BEMGE S.A.,INVEST BEMGE,1548981000179,1,,03/01/1972,A,Outros,Others,1,
18775,IVPR,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,INVEPAR,3758318000124,7,,29/09/2000,A,Serviços de Apoio e Armazenagem,Warehousing and Storage,1,MB
900231,INXU,INXU ENERGIA II LTDA,INXU ENERGIA,54456111000136,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900263,INXE,INXU ENERGIA LTDA,INXU,54227040000108,99,,31/12/9999,A,Não Classificados,Not Classified,7,
11932,MYPK,IOCHPE MAXION S.A.,IOCHP-MAXION,61156113000175,18,,10/09/1984,A,Automóveis e Motocicletas,Automobiles and Motorcycles,1,NM
916765,IPIL,IP SUL CONCESSIONARIA DE ILUMINACAO PUBLICA S.A.,IP SUL ILUMI,37070559000106,99,,10/02/2022,A,Não Classificados,Not Classified,7,
904417,IPIP,IPIRANGA  PRODUTOS DE PETROLEO S.A.,IPIRANGAPROD,33337122000127,99,,31/12/9999,A,Não Classificados,Not Classified,7,
911701,IPIA,IPIRANGA AGROINDUSTRIAL S.A.,IPIRANGA AGR,7280328000158,99,,31/12/9999,A,Não Classificados,Not Classified,7,
904433,IRCT,IRACEMA TRANSMISSORA DE ENERGIA S/A,IRACEMA,9250729000190,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2429,RANI,IRANI PAPEL E EMBALAGEM S.A.,IRANI,92791243000103,18,,10/06/1981,A,Embalagens,Packaging,1,NM
900163,IRAP,IRAPURU HOLDING S.A,IRAPURU HOLD,48203311000184,99,,31/12/9999,A,Não Classificados,Not Classified,7,
24180,IRBR,IRB - BRASIL RESSEGUROS S.A.,IRBBRASIL RE,33376989000191,18,,27/07/2017,A,Resseguradoras,Reinsurance,1,NM
914283,IMUF,IRMÃOS MUFFATO & CIA LTDA.,IRMÃOS MUFFA,76430438000171,1,,31/12/9999,A,Não Classificados,Not Classified,7,
904441,IROH,IRON HOUSE DESENVOLVIMENTO IMOBILIARIO S.A.,IRONHOUSE,11501791000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
904458,IRTH,IRTHA EMPREENDIMENTOS IMOBILIARIOS S.A.,IRTHA,75120279000146,1,,31/12/9999,A,Não Classificados,Not Classified,7,
18376,ISAE,ISA ENERGIA BRASIL S.A,ISA ENERGIA,2998611000104,16,,14/07/1999,A,Energia Elétrica,Electric Utilities,1,N1
904466,ISAV,ISA INVESTIMENTOS E PARTICIPACOES DO BRASIL S.A.,ISAIBRASIL,26896959000140,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917302,ISHT,ISH TECH S.A.,ISHTECHSA,42496531000167,99,,31/12/9999,A,Não Classificados,Not Classified,7,
50821,BSGO,ISHARES 0-3 MONTH TREASURY BOND ETF,BKR 0 3M TRS,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
50826,BHYC,ISHARES 0-5 YEAR HIGH YIELD CORPORATE BOND ETF,BKR 0 5 YRHY,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
50018,BSTI,ISHARES 0-5 YEAR TIPS BOND ETF,BKR STIP,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
50053,BIGL,ISHARES 10 YEAR INVESTM GRADE CORPORATE BOND ETF,BKR10PLUSGC,0,1,DRE,03/05/2024,A,Não Classificados,Not Classified,4,DRE
50048,BTLH,ISHARES 10-20 YEAR TREASURY BOND ETF,BKR 1020Y TB,0,1,DRE,03/05/2024,A,Não Classificados,Not Classified,4,DRE
50301,BSHY,ISHARES 1-3 YEAR TREASURY BOND ETF,BKR 1 3 YRTR,0,1,DRE,19/11/2021,A,Não Classificados,Not Classified,4,DRE
50820,BIGS,ISHARES 1-5 YEAR INVESTM GRADE CORPORATE BOND ETF,BKR 1 5YGRCO,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
50319,BTLT,ISHARES 20 YEAR TREASURY BOND ETF,BKR 20YR TRS,0,1,DRE,19/11/2021,A,Não Classificados,Not Classified,4,DRE
50049,BGOZ,ISHARES 25 YEAR TREASURY STRIPS BOND ETF,BKR TRSTRIPS,0,1,DRE,03/05/2024,A,Não Classificados,Not Classified,4,DRE
50289,BIEI,ISHARES 3-7 YEAR TREASURY BOND ETF,BKR 3 7 YRTR,0,1,DRE,19/11/2021,A,Não Classificados,Not Classified,4,DRE
50271,BIYT,ISHARES 7-10 YEAR TREASURY BOND ETF,BKR 7 10 YRT,0,1,DRE,19/11/2021,A,Não Classificados,Not Classified,4,DRE
50014,BQLT,ISHARES AAA - A RATED CORPORATE BOND ETF,BKR A RATED,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
79286,BIBB,ISHARES BIOTECHNOLOGY ETF,ICE BIOTECH,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50036,IBIT,ISHARES BITCOIN TRUST,BKR BITCOIN,0,1,DRE,09/02/2024,A,Não Classificados,Not Classified,4,DRE
79600,BFXI,ISHARES CHINA LARGE-CAP ETF,CHINALARGECA,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
50004,BICV,ISHARES CONVERTIBLE BOND ETF,BKR CNVTIBLE,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
50010,BAOK,ISHARES CORE 30/70 CONSERVATIVE ALLOCATION ETF,BKR CSV ALOC,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
50023,BAOM,ISHARES CORE 40/60 MODERATE ALLOCATION ETF,BKR MOD ALOC,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
50022,BAOR,ISHARES CORE 60/40 BALANCED ALLOCATION ETF,BKR BAL ALOC,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
50009,BAOA,ISHARES CORE 80/20 AGGRESSIVE ALLOCATION ETF,BKR AGR ALOC,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
79588,BGWH,ISHARES CORE DIVIDEND GROWTH ETF,COREDIVGROWT,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
50408,BHDV,ISHARES CORE HIGH DIVIDEND ETF,BKR CORE HDV,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
50050,BIAG,ISHARES CORE INTERNATIONAL AGGREGATE BOND ETF,BKR INTLAGGT,0,1,DRE,03/05/2024,A,Não Classificados,Not Classified,4,DRE
79170,BIEF,ISHARES CORE MSCI EAFE ETF,COREMSCIEAFE,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79189,BIEM,ISHARES CORE MSCI EMERGING MARKETS ETF,COREMSCI EMK,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79405,BIEU,ISHARES CORE MSCI EUROPE ETF,COREMSCI EUR,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50829,BIPC,ISHARES CORE MSCI PACIFIC ETF,BKR CORPACIF,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
50056,BIXU,ISHARES CORE MSCI TOTAL INTERNATIONAL STOCK ETF,BKR TI STOCK,0,1,DRE,03/05/2024,A,Não Classificados,Not Classified,4,DRE
79154,BIVB,ISHARES CORE S&P 500 ETF,CORE SP 500,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79294,BIJH,ISHARES CORE S&P MID-CAP ETF,CORE MIDCAP,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79308,BIJR,ISHARES CORE S&P SMALL-CAP ETF,CORESMALLCAP,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79073,BITO,ISHARES CORE S&P TOTAL US STOCK MARKET ETF,CORE SP TOTA,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50221,BIUS,ISHARES CORE TOTAL USD BOND MARKET ETF,BKR CORE TOT,0,1,DRE,19/11/2021,A,Não Classificados,Not Classified,4,DRE
50015,BAGG,ISHARES CORE U.S. AGGREGATE BOND ETF,BKR US AGGRE,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
79650,BUSR,ISHARES CORE US REIT ETF,CORE US REIT,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79472,BHEF,ISHARES CURRENCY HEDGED MSCI EAFE ETF,CURHEDGEMSCI,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
50838,BHEZ,ISHARES CURRENCY HEDGED MSCI EUROZONE ETF,BKR CH EUROZ,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
50839,BHEW,ISHARES CURRENCY HEDGED MSCI JAPAN ETF,BKR CH JAPAN,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
50467,BIHA,ISHARES CYBERSECURITY AND TECH ETF,BKR CYBTECH,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
50011,BDVE,ISHARES EMERGING MARKETS DIVIDEND ETF,BKR EMER DIV,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
79260,BEGD,ISHARES ESG AWARE MSCI EAFE ETF,TRTMSCI EAFE,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79278,BEGE,ISHARES ESG AWARE MSCI EM ETF,INC ESG AWAR,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79251,BEGU,ISHARES ESG AWARE MSCI USA ETF,TRUSTMSCI US,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50006,BEAG,ISHARES ESG AWARE US AGGREGATE BOND ETF,BKR ESG AGGR,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
50246,BSUC,ISHARES ESG AWARE USD CORPORATE BOND ETF,BKR ESG AWCP,0,1,DRE,19/11/2021,A,Não Classificados,Not Classified,4,DRE
79677,BSUS,ISHARES ESG MSCI USA LEADERS ETF,ESGMSCIUSA L,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
50037,ETHA,ISHARES ETHEREUM TRUST ETF,BKR ETHEREUM,0,1,DRE,19/08/2024,A,Não Classificados,Not Classified,4,DRE
79430,BIEV,ISHARES EUROPE ETF,EUROPE ETF,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
50825,BIET,ISHARES EXPANDED TECH-SOFTWARE SECTOR ETF,BKR TECHSOFT,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
79243,BXTC,ISHARES EXPONENTIAL TECHNOLOGIES ETF,EXPON TECHNL,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50007,BFAL,ISHARES FALLEN ANGELS USD BOND ETF,BKR FLL ANGL,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
50254,BFLO,ISHARES FLOATING RATE BOND ETF,BKR FLOAT RT,0,1,DRE,19/11/2021,A,Não Classificados,Not Classified,4,DRE
50556,BARY,ISHARES FUTURE AI & TECH ETF,BKR FUT AIT,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
50521,BIDN,ISHARES GENOMICS IMMUNOLOGY AND HEALTHCARE ETF,BKR GENO IMM,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
50057,BGLC,ISHARES GLOBAL 100 ETF,BKR GLOB100,0,1,DRE,03/05/2024,A,Não Classificados,Not Classified,4,DRE
79901,BICL,ISHARES GLOBAL CLEAN ENERGY ETF,BKR GL CLEAN,0,1,DRE,01/09/2021,A,Não Classificados,Not Classified,4,DRE
50416,BKXI,ISHARES GLOBAL CONSUMER STAPLES ETF,BKR GB STAMP,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
50827,BIXC,ISHARES GLOBAL ENERGY ETF,BKR GLB ENER,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
79855,BIXG,ISHARES GLOBAL FINANCIALS ETF,BKR GL FIN,0,1,DRE,01/09/2021,A,Não Classificados,Not Classified,4,DRE
79324,BIXJ,ISHARES GLOBAL HEALTHCARE ETF,GLOBALHEALTH,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79235,BIGF,ISHARES GLOBAL INFRASTRUCTURE ETF,GLOBAL INFRA,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79669,BGRT,ISHARES GLOBAL REIT ETF,GLOBAL REIT,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79332,BIXN,ISHARES GLOBAL TECH ETF,GLOBAL TECH,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79006,BIAU,ISHARES GOLD TRUST,GOLD TRUST,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50020,BCOM,ISHARES GSCI COMMODITY DYNAMIC ROLL STRATEGY ETF,BKR COMT ROL,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
50211,BHYG,ISHARES IBOXX HIGH YIELD CORPORATE BOND ETF,BKR IBOXX HY,0,1,DRE,19/11/2021,A,Não Classificados,Not Classified,4,DRE
50238,BLQD,ISHARES IBOXX INVESTMENT GRADE CORPORATE BOND ETF,BKR IBOX IGC,0,1,DRE,19/11/2021,A,Não Classificados,Not Classified,4,DRE
50021,BIDV,ISHARES INTERNATIONAL SELECT DIVIDEND ETF,BKR INTL SLD,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
50052,BIGO,ISHARES INTERNATIONAL TREASURY BOND ETF,BKR INTL TRS,0,1,DRE,03/05/2024,A,Não Classificados,Not Classified,4,DRE
79146,BILF,ISHARES LATIN AMERICA 40 ETF,LATIN AMER40,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50005,BMBB,ISHARES MBS ETF,BKR MBS,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
50475,BMRE,ISHARES MORTGAGE REAL ESTATE ETF,BKR MORTGAGE,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
79162,BACW,ISHARES MSCI ACWI ETF,MSCI ACWI,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50531,BCRB,ISHARES MSCI ACWI LOW CARBON TARGET ETF,BKR LOWCARBO,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
50835,BVEG,ISHARES MSCI AGRICULTURE PRODUCERS ETF,BKR GBL AGRO,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
79030,BAAX,ISHARES MSCI ALL COUNTRY ASIA EX JAPAN ETF,MSCI ASIA JP,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79626,BEWA,ISHARES MSCI AUSTRALIA ETF,MSCIAUSTRALI,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79383,BEWZ,ISHARES MSCI BRAZIL ETF,MSCI BRAZIL,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79618,BEWC,ISHARES MSCI CANADA ETF,MSCI CANADA,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
50058,BECH,ISHARES MSCI CHILE ETF,BKR CHILE,0,1,DRE,03/05/2024,A,Não Classificados,Not Classified,4,DRE
50424,BCNY,ISHARES MSCI CHINA A ETF,BKR CHINA A,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
79227,BCHI,ISHARES MSCI CHINA ETF,MSCI CHINA,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79014,BEFA,ISHARES MSCI EAFE ETF,MSCI EAFE,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79537,BEFG,ISHARES MSCI EAFE GROWTH ETF,MSCIEAFEGROW,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79464,BFAV,ISHARES MSCI EAFE MIN VOL FACTOR ETF,MSCIMINVOL F,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79880,BSCZ,ISHARES MSCI EAFE SMALL-CAP ETF,BKR MS EAFE,0,1,DRE,01/09/2021,A,Não Classificados,Not Classified,4,DRE
79561,BEFV,ISHARES MSCI EAFE VALUE ETF,MSCIEAFEVALU,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79022,BEEM,ISHARES MSCI EMERGING MARKETS ETF,MSCI EMGMARK,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50012,BEMC,ISHARES MSCI EMERGING MARKETS EX CHINA ETF,BKR EME XCHI,0,1,DRE,25/04/2023,A,Não Classificados,Not Classified,4,DRE
79499,BEMV,ISHARES MSCI EMERGING MARKETS MIN VOL FACTOR ETF,MSCIEMMRKMI,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
50483,BEUF,ISHARES MSCI EUROPE FINANCIALS ETF,BKR EURP FNC,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
79391,BEZU,ISHARES MSCI EUROZONE ETF,MSCIEUROZONE,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79642,BEWQ,ISHARES MSCI FRANCE ETF,MSCI FRANCE,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79103,BEWG,ISHARES MSCI GERMANY ETF,MSCI GERMANY,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50548,BPIC,ISHARES MSCI GLOBAL METALS & MINING PRODUCERS ETF,BKR GBMM PRD,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
79596,BCWV,ISHARES MSCI GLOBAL MIN VOL FACTOR ETF,MSCIGLMIVOLF,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
50564,BSDG,ISHARES MSCI GLOBAL SUSTAINABLE DEVELOP GOALS ETF,BKR GB SDVGO,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
79359,BEWH,ISHARES MSCI HONG KONG ETF,MSCIHONGKONG,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79375,BNDA,ISHARES MSCI INDIA ETF,MSCI INDIA,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79200,BEWJ,ISHARES MSCI JAPAN ETF,MSCI JAPAN,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79111,BEWW,ISHARES MSCI MEXICO ETF,MSCI MEXICO,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50837,BEPP,ISHARES MSCI PACIFIC EX JAPAN ETF,BKR MSCI JPN,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
79871,BERU,ISHARES MSCI RUSSIA ETF,BKR MS RUSS,0,1,DRE,01/09/2021,A,Não Classificados,Not Classified,4,DRE
50432,BKSA,ISHARES MSCI SAUDI ARABIA ETF,BKR SAUDARAB,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
79340,BEWY,ISHARES MSCI SOUTH KOREA ETF,MSCISOUTHKOR,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79120,BEWP,ISHARES MSCI SPAIN ETF,MSCI SPAIN,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79634,BEWL,ISHARES MSCI SWITZERLAND ETF,MSCI SWITZER,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79367,BEWT,ISHARES MSCI TAIWAN ETF,MSCI TAIWAN,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79090,BEWU,ISHARES MSCI UNITED KINGDOM ETF,MSCI UK,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50055,BEUW,ISHARES MSCI USA EQUAL WEIGHTED ETF,BKR EQUALWG,0,1,DRE,03/05/2024,A,Não Classificados,Not Classified,4,DRE
79928,BUSA,ISHARES MSCI USA ESG SELECT ETF,BKR MS USA S,0,1,DRE,01/09/2021,A,Não Classificados,Not Classified,4,DRE
79081,BUSM,ISHARES MSCI USA MIN VOL FACTOR ETF,MSCI US MVOL,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79480,BMTU,ISHARES MSCI USA MOMENTUM FACTOR ETF,MSCIUSAMOM F,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79502,BQUA,ISHARES MSCI USA QUALITY FACTOR ETF,MSCIUSQUAL F,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79510,BSIZ,ISHARES MSCI USA SIZE FACTOR ETF,MSCIUSASIZF,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79545,BVLU,ISHARES MSCI USA VALUE FACTOR ETF,MSCIUSVALUEF,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79910,BURT,ISHARES MSCI WORLD ETF,BKR MS WLD,0,1,DRE,01/09/2021,A,Não Classificados,Not Classified,4,DRE
50823,BIGE,ISHARES NORTH AMERICAN NATURAL RESOURCES ETF,BKR NAM NATU,0,1,DRE,11/11/2022,A,Não Classificados,Not Classified,4,DRE
79316,BPRS,ISHARES PREFERRED & INCOME SECURITIES ETF,PREFERINCOME,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50491,BREZ,ISHARES RESIDENTIAL MULTISECTOR REAL ESTATE ETF,BKR RESMULTS,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
79570,BIWF,ISHARES RUSSELL 1000 GROWTH ETF,RUSSEL1000GR,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79065,BIWM,ISHARES RUSSELL 2000 ETF,RUSSELL 2000,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
79847,BOEF,ISHARES S&P 100 ETF,BKR SP100,0,1,DRE,01/09/2021,A,Não Classificados,Not Classified,4,DRE
79456,BIVW,ISHARES S&P 500 GROWTH ETF,SP500GROWTH,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
79448,BIVE,ISHARES S&P 500 VALUE ETF,SP500 VALUE,0,1,DRE,22/04/2021,A,Não Classificados,Not Classified,4,DRE
50441,BIJS,ISHARES S&P SMALL-CAP 600 VALUE ETF,BKR SPSM600V,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
79049,BDVY,ISHARES SELECT DIVIDEND ETF,SELECT DIVID,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
50505,BIDR,ISHARES SELF-DRIVING EV AND TECH ETF,BKR SELFDRIV,0,1,DRE,04/07/2022,A,Não Classificados,Not Classified,4,DRE
79898,BSOX,ISHARES SEMICONDUCTOR ETF,BKR SEMICOND,0,1,DRE,01/09/2021,A,Não Classificados,Not Classified,4,DRE
50297,BSHV,ISHARES SHORT TREASURY BOND ETF,BKR SHORT TR,0,1,DRE,19/11/2021,A,Não Classificados,Not Classified,4,DRE
79057,BSLV,ISHARES SILVER TRUST,SILVER TRUST,0,1,DRE,18/11/2020,A,Não Classificados,Not Classified,4,DRE
